review,rating,sentiment
번역이 별로라는 경고를 왜 무시했던가...읽기 너무 어렵게 써놓음,3,neutral
잘 읽었습ㄴ다.,4,positive
"아 번역이 문제긴 하네요
내용이 좋긴한데..",3,neutral
"왜 이해가 안되나, 나의 과학적 무지 때문인가 했는데 번역이 더 문제인듯..",1,negative
새 번역본이 나올 때까지 기다리렵니다. 읽어도 읽은게 아닙니다.ㅋㅋ,1,negative
중학생 아들과 올 겨울방학에 읽어보려고 구매합니다..,5,positive
잘 읽겠습니다,5,positive
읽는내내 소름돋았습니다. 다시 읽어봐야 겠네요,5,positive
번역 진짜... 중간까지는 흥미로우나 그 이후로는 똑같은말 계속 반복.. 지루함.,3,neutral
명서의 내용 최악의 번역,3,neutral
이 벽돌책을 정녕 내가 다 읽었단 말인가..!! 하면서 혼자 뿌듯해했다. 성취감 최고!,5,positive
"처음 한줄평 적어봅니다
저의 두뇌로는 도저히 읽기 힘듭니다..
벅차고 박탈감까지 듭니다ㅠㅠ",2,negative
정말 좋은 책입니다.,5,positive
한번쯤은 꼭 읽어봐야할 필수 교양책,5,positive
책에서 추천받아서 읽었음,3,neutral
도대체 뭐죠? 주문한지 한달이 다 되어가는데 저는 주문 취소된 줄 알았네요,1,negative
역시 도킨스입니다.,5,positive
번역이 너무 엉망이라 안읽힌다,1,negative
번역...,3,neutral
번역을 한 번 갈아엎어야 할 듯... 그냥 원서 파파고 돌린 것 같아요,3,neutral
이제 읽기 시작했습니다...  열심히 읽어보도록할께요...,4,positive
고전을 망가뜨린 번역. 흥미진진하게 읽다가도 번역 때문에 산통이 깨짐.,2,negative
생각하게 하는 책입니다,5,positive
재밌습니다~:)ㅋㅋㅋ,5,positive
역시 읽기에는 개인적으로 이쪽이 좀더 나은듯. 글씨만 있는 것보다..,2,negative
초6되는 아들이 아직은 좀 어렵다네요,3,neutral
교만,3,neutral
사피엔스를 읽고 너무 재밌어서 호모사피엔스도 구매했습니다. 번역이 엉망이네요. 글을 망친듯,2,negative
사피엔스는 재미 있게 읽었는데 호모 데우스는 읽다가 딴생각으로 다시 읽고 다시 읽고,3,neutral
이번에도 벽돌.책은 어디서나 읽어야.sophomore  syndrome 벗어날까.,3,neutral
매너리즘.,1,negative
과연 인류가 어떤 미래로 나아갈지에 대해 예측하고 대비할 좋은 기회가 될 것 같아요.,5,positive
너무 방대한 지식을 다뤄서 정리하기 힘든 내용,4,positive
너무 비관주의가 강하다. 이론가여 세상을 비판만 하지말고 세상으로 나오세요,3,neutral
종교와 성경에 대한 비판이 너무많아요 거부감이좀드네요,3,neutral
"개인과 기업, 국가간의 전쟁은 결코 끝나지 않는다. 이 책은 틀렸다.",1,negative
이런 갑자기 판타지풍이 되어 버린듯함.,2,negative
기다리고 있습니다.기대되네요,5,positive
사피엔스를 읽었으면 이것도 꼭 읽어야 할 거 같습니다...^^,5,positive
사피엔스 너무 재미있고 흥미롭게 보았습니다 호모데우스 또한 기대합니다.,5,positive
실망 실망 역시 베스트셀러는 가치가없다는진리,2,negative
외국 문서 번역을 그대로 가져온 부분이 후반부에 너무 많아서 그 점이 아쉽습니다.,3,neutral
그저 감탄만 하지 말고 두고두고 읽어야 할 책이네요~,5,positive
서점에서 미리 조금 읽었다면 안 샀음.,1,negative
AI in 2060?,3,neutral
"다른 AI 책 읽는 게 나을 겁니다. 굳이 이 책을 읽는다면 5, 6강은 읽지 마세요.",1,negative
기술이 인간을 어디까지 인도하게 될까? 잘 읽었습니다,5,positive
이 책을 국민 교과서로 채택하길 간곡히 주장하는 바입니다.,5,positive
좋아요^^,3,neutral
읽을 가치가 있는 책입니다.,5,positive
AI에 대하여 알고싶었지만 알수없었다,2,negative
나와 세상을 알아가고 연결하는 AI이야기,3,neutral
인공지능의 윤리 이슈에 대해서 알고 싶은 분은 사세요. 답답합니다.,1,negative
믿고 읽습니다!,4,positive
생각보다는 내용이 어려워서 아쉽네요,3,neutral
강연은 잘 하시던데 책은 그냥 짜깁기다. 뒤로 갈수록 아쉽다.,2,negative
번역 이건 아니잖아~ 의역 할줄 모르나.. 접속사까지 직역을 해놨네 그냥...,2,negative
재밌게 잘 읽었습니다.,4,positive
이거 제발 누가 좀 제대로된 번역본으로 재출간해줘요.,2,negative
번역이 매끄럽지 않은듯..,3,neutral
ㆍ,1,negative
ㆍ,1,negative
"좋은 책인데, 간만에 쓰레기같이 번역한 책을보내요.. 번역이 쓰레기 입니다",1,negative
어려워요,3,neutral
하고있는 일을 다양한 방법으로 접목시켜 볼 수 있을것 같아요~,5,positive
글쎄요..번역본 나오기 전에 원서살까 많이 고민하던 책인데 유명세만큼은 아닌듯 하네요,2,negative
10년전에 원서로 읽었는데 처음 30% 정도만 읽을만하고 나머지는 그냥 인터넷쇼핑몰 운영팁,2,negative
적용해보자!,5,positive
많은 도움 받았습니다. 책 좋아요!,5,positive
나도 4시간 일하고싶다,3,neutral
재미로 읽어볼 만함,3,neutral
책 내용이 흥미롭네요.,4,positive
읽 기를  잘했어요. 인생의 전환점이 될만한 책이에요.,5,positive
추천합니다,4,positive
내용이 굿,3,neutral
두고두고 봐야 할 책,5,positive
"1인기업가가 되고싶을정도로 진득한 정보들이 가득합니다.
계속 반복해서 읽어봐야될거같네요",2,negative
언젠가는 일주일에 4시간만 일할수 있겠지?,4,positive
번역이 너무이상해요ㅜ,1,negative
난 읽다가 한참을 고민하다  책을 덮기로 했음,3,neutral
내가 다시 디지털 노마드로 살아가게 생각해준 책,3,neutral
인생을 바꾼 책,5,positive
특정 분야에 가능할거 같아 보이기도 하지만 결국 삶을 이끌어가는 작가의 마인드는 좋아요.,3,neutral
크게 와닿지 않네요..,3,neutral
"진짜 무슨소리지.. 진짜 어렵다... 에잇ㅠㅠ 너무 어려워ㅠ
갑자기 여행은 무슨 돈 없어",1,negative
경제적자유를 꿈꾸는 1인으로서 많은도움이되길 바라며 구매합니다,5,positive
"같은 얘기가 반복되는 느낌이 있고, 재택근무가 불가능한 직업에는 그다지 유용하지 않네요.",1,negative
확 와닿지는 않지만 한번쯤 볼만한 책임,3,neutral
추천받아 읽었지만... 확 와닿지는 않았습니다.,3,neutral
한번 마음잡고 읽기시작하면 손을 뗄 수가 없을거 같은 느낌의 작품.,5,positive
데이터 리터러시를 통한 플랫폼 구축이 필요하다.  데이터를 활용하는 방법을 알면 답이 보인,3,neutral
4차혁명. FANG의 미래을 잘 정리한 책입니다.,3,neutral
기존의 플랫폼들이 앞으로 어떠한 전략을 가지고 있는지 궁금해지네요,5,positive
번역 많이 별로입니다 출판사와 번역가 반성하세요,1,negative
원서내용은 분명 좋을것같은데 번역이 개판. 한국어 맞나요?,1,negative
꼭 읽어 봐야 할 책입니다.,5,positive
성공한 기업가의 무난한 가르침. 좀 고리타분하게 느껴졌어요.,3,neutral
기대보다는 그저그래요,2,negative
"양면성에서 필요한 조작적 선택을 위한 선택설계를 위해,,,,",4,positive
잘읽었습니다,5,positive
너무 풀어서 쓴 듯.. 굳이 이렇게 길 필요는 없어 보이는 내용,2,negative
"유익한내용, but 너무나 미국적이라 공감대형성이 안되고 이렇게까지 길게 쓸 내용은아니다",3,neutral
별로,3,neutral
"눈은 읽고 있는데 머리속은 이해안되니 답답...
나의 수준엔 버거운 책...",2,negative
드디어 읽어봤네요. 기대보다는 별로지맘 읽을만 하네요,5,positive
"초반 중반까지는 굉장히 좋은 책입니다 하지만 보험,장기기증  쪽은 너무 지루하네요",3,neutral
잘봤어요,5,positive
저는 어려웠습니다. 그릇이 작은가봐요.,3,neutral
지극히 미국적이고 수많은 주석이 독서 리듬을 깨트린다 그들이 말하는 슬러지 투성이다,1,negative
논문 읽는 느낌이 들어 읽는 내내 힘들고 흥미가 떨어집니다.,2,negative
재미있을거 같아요!!,5,positive
쑥쑥 잘 읽히는 책. 근데 내용이 너무 클리셰라.. 인기 좋다하여 기대한만큼 아쉬웠음.,4,positive
잘 받았어요.,3,neutral
"유치했지만, 마지막 반전이 날 울렸다.",3,neutral
서점에서 보고 마음에 들어 구입했습니다,5,positive
"일본 소설 특유의 감성에, 클리셰가 많음 억지로 눈물나게 만드려는 듯한 느낌이 강했다",2,negative
재밌게 있었습니다,3,neutral
마지막으로 딱 한번 다시 만날 수 있다,3,neutral
평점이 높아 기대해서 실망한 책. 전형적인 내용으로 예측가능한 전개. 그러나 눈물펑펑ㅎㅎ,3,neutral
초6 딸아이가 다읽고나서 감동받았다고 엄마도 읽어보라하네요. 재미있고 감동도 있습니다,5,positive
과장을 보태면 나도 이러한 수준의 소설은 쓸 수 있을 것 같다.,2,negative
신파 소설 좋아하는 사람들이나 평소 내가 눈물이 많은 사람이다 하는 사람들만 읽으세요,1,negative
"새책 구매 했는데 책 상태가 중고보다 못한 것 같습니다
상태 체크 잘 해서 보내주세요..",2,negative
너무 슬프고 제 소중한 사람들을 다시금 생각하게 해주는 책입니다. 후회하지않게 잘해야겠어요,5,positive
맨날 인스타그램으로 홍보하는 책이라 기대가.... 썩.....,1,negative
내용과 구성이 매우 평이해 미디어로만 이야기를 보고 있는 분들이라면  편히 읽을 수 있음.,3,neutral
반절 읽었는데... 계속 읽어야하나?? 고민 됩니다 좀 유치하고 뻔한내용이라...,2,negative
순식간에 읽었어요 내용은 좀 예상 가능해요,4,positive
좋네요,3,neutral
7장 읽다가 너무 안 읽혀져서 바로 덮은 책,2,negative
클리셰 … 새롭다던가  반전은 없음.,2,negative
잘받았습니다,4,positive
"조금은 실망스러운 스토리, 클리셰가 너무 많다.",2,negative
첫 장부터 이 이야기가 절대 행복할 수 없다는걸 알았음에도 행복하길 바랬다.,5,positive
볼만햇오요,2,negative
돈이 좀 아까워요ㅠㅠ,3,neutral
"아직초팅이라 다 읽는데 시간이 걸렸지만, 좋아합니다",4,positive
2장까지밖에 안 읽긴 했지만 주인공들이 너무 폐급이라 읽기 싫어짐,2,negative
기대합니다.,4,positive
"뻔한 스토리
살짝 실망함",3,neutral
잘 봤어요,3,neutral
재미있어요,3,neutral
쉽게 읽히네요,3,neutral
굿,5,positive
지금 내곁에 있는 사람들의 소중함에 대해 다시한번 떠 올리게 되네요,5,positive
괜찮아요,3,neutral
제발 문의좀 읽어주세요,1,negative
같이 읽으면 좋은 인생책 추천드립니다. '내적혁명'(e-book),4,positive
기대를 너무 많이 한 것 같네요ㅠ,2,negative
"공지영이란 작가에 대한 믿음에 
제목에서 오는 강한 끌림을 더해
구입을 클릭하다",5,positive
무서운 할머니와 사실인지 소설인지 구분이 모호한 내용으로어리둥절 했다,5,positive
기대를 너무 많이 한것 같아요,3,neutral
별하나 주기도 아까움,1,negative
오묘하면서도 흥미롭습니다,3,neutral
읽은만 한데 크게 재밌지는 않네요,2,negative
월춘장구ㅡ나도 이번봄을 위해서준비해야겠어요,3,neutral
"역시공지영입니다~^^
잘읽었습니다~",5,positive
별로입니다,2,negative
"공지영 작가님, 앞으로도 좋은 글 많이 써 주세요!",3,neutral
넘 기대됩니다,5,positive
도대체 이게 뭔질 모르겠다. 자기문체에 빠져 포장질해논 어리숙한 일기같다.(사실이 어떠하든,1,negative
늦게서야 읽었네요. 왜 사랑받는 소설인지 알만한 멋진 책이었어요.,5,positive
좋은 책입니다,5,positive
좋네요,5,positive
좀 어려움.,3,neutral
연금술사,5,positive
good enough for who want to have sincere love in,3,neutral
"내용과 분량은 적당, 깊은 생각하지 않아도, 시간 날때 읽기를.",4,positive
"전하는 메세지는 좋으나, 과정은 지루하다!",2,negative
2번 읽어야 깊은 뜻을 알려나?. . .,3,neutral
유명한 작품이고 추천을 받아서 읽었지만 갈수록 읽기 힘든 책이었다,3,neutral
좀식상하다,2,negative
"나는 글쎄?
이 작품이 왜! 별다섯개인줄 모르겠다.
별 한개도 겨우줬다.",1,negative
저에게는 그닥...,2,negative
변함없는 명작을 아이에게 선물했어요,5,positive
소문난 잔치에 먹을게 없다,3,neutral
기대되네요,3,neutral
긍정 힐링,3,neutral
잘 읽히는 책이네요.,5,positive
"자신만의 길을 가는 과정에서 수많은 부침이 있을 것이다.
그럼에도 난 묵묵히 이겨낼 것이다",5,positive
나에게는 그다지 감동도 없는 듯한 소설일 뿐,1,negative
"가장 과대 포장된 소설
성경에 나온 양치기하고 어디선가 다 들어봤던 그럴듯한 이야기를 짬뽕",1,negative
소는 누가키우냐,1,negative
"별 한개 주기도 아까운 소설
아무런 느낌도 없는 소설",1,negative
소소 그냥,3,neutral
재밌어요.,5,positive
<달과 6펜스>라는 제목 외엔 남는 게 없음. 여자 혐오 문장 역겨움. 우웩,1,negative
매력적인 책이다. 소장하고 두고두고 읽을 요량이다.,3,neutral
역겨운 조르바. 그의 입에서 나오는 말이 참 거북하다.,2,negative
최악,1,negative
너무 유명한 책이라 소장 할려고 샀어요,5,positive
루피가 조르바를 따라함,5,positive
그럭저럭,3,neutral
재미있어요,3,neutral
"번역이 이상한지, 원래 내용이 이상한지. 왜 평점이 높지?",1,negative
잘보겠습니다,3,neutral
만족하는 구매입니다,4,positive
사랑에 대한 교양강의를 듣는 기분이다.,5,positive
번역체라 읽기가 어려웠습니다,3,neutral
사랑도 기술이다 정말 ㅎㅎ,5,positive
사랑학개론 입문필독서,5,positive
더럽게 안읽힘. 전공서적 번역투,1,negative
다시 읽고 싶은 책,5,positive
난해하고 읽기 힘들고. 무엇보다 결국 자신의 철학에 대하여 설명하느라 페이지를 다쓴다.,2,negative
알듯 말듯 와닿을 듯 말듯 어려웠어요.,3,neutral
넘 어렵고 뭐가 좋은지 잘 모르겠다..,3,neutral
지저분한 책이 왔어요 ㅜㅜ,3,neutral
"내용은 좋다
2장3장은 정말 가독성이  떨어진다
그래서 다른 출판사 책을 또 사본다",2,negative
페이백,3,neutral
"잘 받았습니다 
잘 읽어 볼게요",5,positive
관념적,2,negative
"명저, 예쁜디자인, 형편없는 번역과 가독성",2,negative
잼있었어요,1,negative
기대했는데.. 생각보단 그냥 그랬어용,3,neutral
편하게읽기좋아요,4,positive
약파는 느낌의 책.  내려놓고 동화라고 생각하고 읽으면 좋을듯?,1,negative
역대 최악의 환타지 소설입니다.,1,negative
"뻔한 이야기
약간 서사적으로 써서 읽히기는 쉬운 책
저자를 너무 신비롭게 묘사한 책",3,neutral
하도 많이들 리뷰해서 사야하나 했는데 갑자기 하늘에서 툭 떨어진 책ㅎ 내용좋고 재밌음.,5,positive
이게 왜 베스트셀러였던지... 진짜 이렇게 후회한 책 없네. 농락당한 기분!,1,negative
가지고 있음에 감사하고 조급증을 버리면 효과가 더 클듯.,3,neutral
"아주 새롭지는 않다
비슷비슷한 책들이 많으니...
다시 한번 되새겨볼만 하기는 합니다",3,neutral
기존 책에 비해 아쉬움이 많네요,3,neutral
'해빙'은 진정한 부와 평안함을 위한 마음가짐!,5,positive
요행을 꿈꾸라는 것이 아니다. 편안하게 기쁜 마음으로 노력하라는 메시지,5,positive
잘 보았습니다.,5,positive
돈이 아까워서 끝까지 읽었는데 이서윤에 대한 여신숭배격 스토리에 황당하네요,1,negative
짝궁이 사서 나도 읽으라고 했다. 내 관점에서 Having의 신호등은 빨강.,2,negative
첫사랑 느낌의 설렘의 책~!!,3,neutral
'긴장에너지는 우주속의 경직된 주파수와 상응하여 행운과 돈의 흐름을 막고'  보고 덮음,1,negative
긍정적 에너지를 주는 책이네요.,5,positive
구입한지 6개월인데 아직 못 읽었어요~ 책이 많이 밀려있는데,2,negative
"나의 사고방식을 바꾼 책
모든 생각을 긍정적으로 바꾸는 계기가 되었습니다",5,positive
해빙이라는 말만 너무 되풀이되는 느낌이. 그래도 읽을만은 합니다,3,neutral
추천받아 읽고있는중인데 생각보다는 그냥저냥 이네요,3,neutral
"켈리최,시크릿의 '생각하라!돈이 끌려올것이다'라는 주술 통해 부자가 되고싶은 사람에게 강추",1,negative
잘 읽었습니다,5,positive
두 작가님은 서로가 서로에게 귀한 인연이네요.,4,positive
"주인공을 너무 신격화,우상화시켜서 부담됩니다",1,negative
친구가 하도 좋다해서...좋네요 ^^,5,positive
월급이 통장을 스쳐 지나감에 현타를 느끼는 사람이라면 한번쯤 읽어보자,5,positive
공감되는 부분도 있지만  비약이 심해서  어이없는 웃음만,2,negative
"더해빙, 잘 읽었습니다.
이책 만큼은 해빙을 못하겠습니다.",1,negative
잘 읽었습니다 ~,5,positive
"주인공을 너무 신격화해서 좀 보기가 어려우며, 딱히 내용이 없습니다.",1,negative
긍정적인 마인드를 키우기에 최고입니다,5,positive
읽고나서도 개운함은없네요ㅠㅠ,3,neutral
이런 책은 사라져야 한다.,1,negative
부자가 될 지는 모르겠으나 행복감을 느끼며 살게 되긴 할듯..,3,neutral
돈이 얼마가 있느냐가 아니라 돈을 어떻게 느끼느냐가 중요하다,5,positive
잘읽었습니다,5,positive
마음은 편안해지나 무슨 이야길 하고 싶은 건지,3,neutral
잘봣어요,2,negative
내가 부자였고 부자이고 부자일 거라는 걸 알게해준 책.,5,positive
이런 책이 베스트셀러? 너무 어이없다. 참 할말없는 책이네요!,1,negative
정말 좋은 내용입니다..그런데..시간이 갈수록...기억에 남기보다는 뭔가 많이 아쉬워요..,3,neutral
자기계발서가 이렇게 재미있다니 신기!,5,positive
"좋은 생각을해야될거같은
잘 읽히는 책입니다",5,positive
그닥...,1,negative
올 해 읽은 책 중에서 가장 황당무계한 책입니다. 이걸 베스트라고 올려둔 YES24 멈춰!,1,negative
이런식으로 사이비종교에 빠지는건가? 작가에 대한 말도 안되는찬양들이 읽다 포기하게 만듬.,1,negative
난 이 책이 왜이렇게 인기가 많은지 이해가 안돼,1,negative
처음엔 이건 뭐지 하고 읽었으나 해빙 자체는 좋습니다. 힘든 시기 도움은 되는 책입니다,4,positive
아무리 읽어봐도 계속 같은 소리만 해서 너무 이상해서 리뷰를 찾아봤는데 역시나…,1,negative
가진것에 감사해요. 하지만 추천할 정도까지는..^^;,3,neutral
"주인공을 너무 신격화해서 좀 부담스러웠으며, 또한 내용이
너무 부실합니다. 너무 실망입니다",1,negative
크게 공감하지는 못했습니다.,3,neutral
가장 중요한 열쇠는 내 마음이다.  자미원88,4,positive
읽기 쉽고 실천은 더 쉬운 자기계발서,5,positive
"읽고 있는 중입니다
아직 끝까지 안 읽었지만
저의 느낌은 '긍정의 힘' 입니다",3,neutral
"심심풀이로 가볍게 읽는책입니다.
예쁜포장지로 싸여있다고 다 좋은선물은 아니듯이.",2,negative
돈의 쓰임에 대한 개인적인 의견,3,neutral
"아직 이책을 받아들일 그릇이 못되나보다 ..
나만 재미없나보다 반성해야겠다 .",2,negative
괜찮은 말들이 있었지만 스토리로 엮는 과정에서 과도한 신격화가 거부감이든다,3,neutral
소중한 사람에게 꼭 전해주고싶은 귀한 책.,5,positive
이 책 읽고 태어나서 처음으로 내가 부자란 느낌이 들었어요. 감사해요.,5,positive
"리뷰 처음 남깁니다.
그놈의 해빙,해빙 노이로제 각
자기계발서,자서전, 소설 짬뽕",1,negative
좀 특이한 책,3,neutral
친정아버지가 이런 종류의 책을 즐기셔서 선물해 드렸는데 재미있게 읽고 계시다고 하네요.,4,positive
현실에 내려앉지 못한 판타지. 숱하게 나온 긍정의 힘을 반복재생,3,neutral
많은 자기계발서를 읽고 들었지만...이 책만큼 해빙하지 못하겠다...,1,negative
어느 북튜버 광고에 속아서 샀음 기대하고 읽었다가 대실망,1,negative
자신감이 떨어져 있을 때 우연히 읽었는데 긍정적인 태도로 바뀌는 데 도움이 되었어요,5,positive
잘 읽었습니다.,3,neutral
돈에 대한 긍정적인 생각을 갖게 해줘서 책 읽는 내내 즐거웠습니다.,4,positive
"이딴 책이 베스트 셀러라니.
기대를 한 내가 바보였다.
책의 내용은 사기와 유사과학의 향연",1,negative
"흔한 자기최면 서적 중 하나라고 생각함;;
긍정적인 해석은 칭찬함.",1,negative
나의 힐링 책~ 요즘 다시 읽어요,5,positive
술술 읽히는 책이에요. 현실이 힘들고 마음이 괴로울 때 한 번쯤 읽어보면 좋을 것 같아요.,3,neutral
"오랜만에 전율이 느껴지는 책.....
행운은 곱하기다! 이제부터 좌우명으로 삼으렵니다.",5,positive
올해 읽은 책 중에 가장 좋음,5,positive
많은 영감을 주었습니다.,5,positive
자기계발서가 너무 많아서 그내용이 다 그내용,3,neutral
왜 베스트셀러인지 모르겟다,1,negative
추천합니다,5,positive
유익한 책입니다 !,5,positive
"최고의 책이에요!! 
나오자마자 샀는데 전자책으로 출퇴근하면서 차안에서 들으면 좋겠",5,positive
돈 아까운 책. 시크릿 짝퉁이라고 하기도 아까운.. 신격화에 손발이 오글거림.,1,negative
긍정에 긍정을 더해도 긍정은 배가되지 않는다.,3,neutral
"마음가짐은 다르게 가질 수 있을 것 같은데, 경계가 애매한 책이네요",3,neutral
반드시 읽거야하는책 선물하기에도 좋은 책인것 같아요,3,neutral
상반기 1위라던데...역시 1등은 이유가 있구나 싶더라.,5,positive
"뭔 판타지소설인가?
와~~내돈ㅜㅜ  이책은 해빙의 빨간신호등임",1,negative
"잘 읽었습니다
별은 3개만",3,neutral
해빙 넘 좋아용~ 북미팅도 하고있어요,5,positive
현 시국으로 베스트 셀러가 되는게 이해가 안간다. 다만 실천으로 운이 눈에 띠게 좋아지더라,3,neutral
해빙하는 삶 나도 시작!,5,positive
"해빙을 실천하면 마음의 평화를 얻고 부까지 이어진다니
여러번 읽고 기운을 이어 나가겠습니다",4,positive
부제목과 책 내용이 전혀 맞지가 않고 같은 내용의 연속... 차라리 소비의 미학이라 하지,1,negative
역술가를 가장한 인생상담가.. 나쁘지  않다,3,neutral
편안함에 대해 생각하게 됩니다. 내용이 어렵지 않아 잘 읽혀서 좋아요,4,positive
좋아요,3,neutral
소설,1,negative
"세명에게 추천받아서 읽고, 네명에게 추천을 했다.",5,positive
오늘도 '없음'에서 '있음'으로. 해빙하는 하루,5,positive
잘읽었어요 ....,5,positive
고마운 분께 뜻밖의 선물로 받은 더 해빙. 책이 나에게 귀인이 되었습니다.,5,positive
좀 돈 아깝네요ㅎㅎ,2,negative
단숨에 읽ㅎ기는했지만 추천할 정도의 도서는 어니네요,3,neutral
내용은 좋으나 거의 사이비종교급,3,neutral
"호불호가 있습니다. 신랑은 깨달음이 있다했지만, 저는 아니었습니다. 지루했어요.",3,neutral
"성공에 대한 판타지 소설.ㅡㅡ한줄요약
ㅡㅡㅡㅡ
이렇게생각하면 괜찮다^^
+부록으로 좋은수록",3,neutral
기대했으나 뻔했다.,1,negative
읽어볼만해요 실천하면 더욱 좋을듯~~~^^,3,neutral
"자기개발서그만 읽을까봐요.
안읽혀요. 샀으니까 그냥읽어요.
중고로도 안산다니 나참....",1,negative
선물한 책,3,neutral
잘읽었어요,3,neutral
이게 펙트에 기반한건가? 알수없다면 종교에 가까운책이다,3,neutral
현상태에 만족하고 기쁨을 누린다는 관점에선 좋습니다. 그래서 부자가 될수있다는건 아쉽습니다.,5,positive
괜찮아요,3,neutral
너무쉽게 된다는 느낌 별로...,3,neutral
가볍게 읽기 좋아요~,4,positive
"유사한 내용의 책들이 넘쳐나고 딱히 새롭지도 않지만, 가독성 좋음..한국사람이 쓴 책이라",3,neutral
해빙의 마음가짐으로 제 삶을 바꿔야하겠어요. 동생에게도 추천해야겠어요.,3,neutral
기대하며 구입했어요.,3,neutral
긍정적인 마음가짐은 좋아보이지만 전형적인 자기계발서 범주에서 벗어나지 못하네요..,3,neutral
있는 것에 집중하자,3,neutral
"읽는 내내 저만 불편한가요.. 작가의 의도는 알겠지만 읽으면서 신격화, 우상화 너무 심해요",1,negative
기자는 이서윤씨를 거의 신을 보듯 맹신하고 있으며 독자는 이서윤씨를 어떻게 신뢰할수있을지,1,negative
"글쓴이의 우상화 신격화가 너무 불편한 책.
왜 베스트셀러인지 의문.",1,negative
부자들을 만나서 조언해줬다는데 서평에 한국부자추천평이 한개도 없음 해괴함,1,negative
강력 추천합니다!!,5,positive
내용 이해가 잘 안가는 책이에요,3,neutral
좋아요.,4,positive
읽기시작,3,neutral
나 이 여자한테 점 본 적 있는데 . 다 틀림. 하나도 안 맞음. 사기꾼이라는 느낌 밖에,1,negative
너무 많은걸 얻으려고 했나요 . 약간의 불편함도 없지않아있었어요. 너무 신격화해서...,3,neutral
더 해빙이라는 책을 손에 쥘수 있어 감사합니다. 강추!,5,positive
"그동안 간과했던 감정의 중요성, 그 힘에 대해 절실히 깨닫게 해줬다. 그것만으로 만점",5,positive
"일단 해빙을 읽고 어디 당첨됐다, 어디 합격했다 이렇게 광고하는거 자체가...",2,negative
어떻게 이런 책이 베스트셀러인지.작가를 신격화하고 사실인지 뭔지 모를 소설같은 이야기에,1,negative
안 읽은 사람은 있으나 한 번 읽은 사람은 없다는 책...,5,positive
"절반만 읽고 이 책을 덮었다.

완독하지 않은 나에게 감사를...",1,negative
잘읽었어요,4,positive
너무너무너무 최고 인생책입다 ㅠㅠ,5,positive
잘 읽었어요,4,positive
"부와 행운에 갖힌 책,생각보다 저렴합니다.",2,negative
"음.. 
너무.. 한사람에 대한 .. 종교인것같아요 ..",3,neutral
애매...,3,neutral
베스트셀러에는 그만한 이유가 있다!,5,positive
추천 받아 읽었는데 좋았어요~,5,positive
오랜시간 베스트셀러에 올라왔길래 뭔가 있겠지했지만..,2,negative
뭐라는건지..,1,negative
음 잘모르겠다는 한번더읽어볼게이,2,negative
좋은데 뭔가 꽉찬 느낌이 안나서 다른책들도 봐야겠어요,5,positive
"사람에 따라 책의 가치가 달라진다
나는 모르겠다",3,neutral
더 해빙: 극한의 정신승리   편안함과 정신승리 그 사이,5,positive
한 번 읽어볼만한 책,3,neutral
좋아요,3,neutral
돈에대한 새로운시각이긴한데 서윤에 대한 묘사가 이책의 절반임,2,negative
생각만 달리한다고 일이 술술 풀리진 않죠...,3,neutral
서른페이지 정도 읽다가 쓰레기통에 던진책.,1,negative
시간 아깝습니다.,1,negative
잘 읽었습니다.,3,neutral
광고의 힘인가요? 왜 베스트셀러인지 1도모르겠어요 너무뻔한얘기 공감안돼요 전혀.,1,negative
제목이 끌려서 읽어보려고 주문했어요,3,neutral
"정말 별롭니다.
글쓰기 실력도 특색없는 모방..
우상화가 지나침..",1,negative
람반 읽어보기는 괜찮지만 소장까진 아니네요,3,neutral
"해빙
술술 2시간만에 읽혀져요",3,neutral
다시 내면의 목소리를 듣게 해주는 감사한 책입니다.,5,positive
그냥 그런 이야기로 엮은 책,3,neutral
천천히 읽는중이예요,3,neutral
그냥 잘 읽어지는,2,negative
해빙하자해빙. 가진것에 감사하기,3,neutral
사실을 기반해서 쓴 내용인지 의심스럽네요,1,negative
아주 흥미롭게 읽었습니다,4,positive
베스트 1위이길래 2번이나 읽었지만...공감이 안가네요..,1,negative
실천하려고 합니다,3,neutral
내용은 좋은데 신격화가 약간 거부감듦,3,neutral
"다시 읽기 시작, 마음을 편안하게!",5,positive
기쁨과 감사로 마음이 충만해진다,5,positive
어렵지 않으면서 가볍게 읽히네요~,4,positive
괜찮네요??,2,negative
뭔내용인지...  뜬구름두루뭉실한내용... 이게 꽤오랜기간이나베스트인게 오히려 궁금함.,1,negative
해빙에 관한것보다 이서윤작가 묘사한내용이 더 많은느낌.  너무과함. 거부감 느껴짐.,1,negative
책산 돈이 너무 아깝네요;; 자기개발서 아닙니다.,1,negative
읽은책 중 가장 개쓰레기 책입니다. 판타지소설임. 이딴책이 무슨 베스트셀러? 절대사지마세요,1,negative
주인공이 너무 신격화돼서 첨부터 끝까지 소설인줄 알았음; 내용도 정말 부실. 거품 가득한,1,negative
"처음으로 가족들에게 지인들에게 마구 사서 보내는 책
지금 두번째 읽고있는책 너무행복합니다",5,positive
전할 메인 메시지는 한페이지분량. 나머지는 온갖 오글거리는 불필요한 수식어로 한가득...,3,neutral
세상만사 마음 먹기 달렸다는 걸 잘 읽히게 썼지만 믿을 만한지는 글쎄...?,3,neutral
